time,tweets,language
2021-04-01,"@DrTomFrieden Honest question: if Pfizer is not blocking infections until week 5 after the first dose, why does the infection rate after 2 weeks look *exactly* like the infection rate after 5 weeks?

This just feels very misleading. We can communicate better.

https://t.co/hexbgeTYBo",English
2021-04-01,"Is it OK to feel smug? Seattle area tops the U.S. for willingness to get a COVID vaccine, after a shift in attitudes; via @genebalk  https://t.co/bFSu6oJNK6 via @seattletimes",English
2021-04-01,"racking up the dubs this week

https://t.co/ODunq28pQX",English
2021-04-01,"@Richard_Florida @wendy_waters @PolyEyebrow Finally, looking at national-level stats extrapolating a uniform trend among subgroups can be a risky proposition. https://t.co/2It9qda6Mj",English
2021-04-01,"Ferris State University getting nearly 2,500 COVID-19 vaccine doses for students, staff https://t.co/PCqMQYgXg0",English
2021-04-01,it’s weird af seeing people who don’t take COVID seriously get the vaccine,English
2021-04-01,Why you can’t compare Covid-19 vaccines https://t.co/BaBBoO0CPx,English
2021-04-01,"California did not ""rush"" to vaccinate ANYONE; its initial rollout was bumpy and slow, precisely because the state focused more on equity than efficiency. Want to vaccinate more trans people? Don't delay distribution with overly complicated rules.
https://t.co/riAIEe9sRL",English
2021-04-01,"As the vaccine for Covid becomes more widely available for everyone, do you support the use/enforcement of Vaccine “Passports”?",English
2021-04-01,"I would never tell my job I got the Covid vaccine, the way that Covid runs rampant there. I’m quarantining with pay every time the breakroom had been exposed",English
2021-04-01,Vaccine volley: debate rages over ambivalence of tennis professionals https://t.co/PSm4ogXZRe,English
2021-04-01,i’m anti vax after my covid vaccine... shit has me down bad,English
2021-04-01,"If you're looking for work in Virginia Beach, VA, check out this #pharmacy #pharmtech job via the link in our bio: COVID 19 Vaccine Support - Pharmacy Technician at CVS Health",English
2021-04-01,GPs say federal government has ‘set us up to fail’ on COVID-19 vaccine rollout - The Sydney Morning Herald The consistency of Morrison’s fails is astounding. https://t.co/7Vpk0wiYIh,English
2021-04-01,"First Covid vaccine ✔️

Now we wait and see if I feel like butthole tomorrow",English
2021-04-01,@DailyMirror So sad but does it not make you wonder with all the variants of covid we have a vaccine in 10 month but with cancer and all it’s variants we don’t have a cure In past 3 decades 🤔🤔🤔🤔🤔🤔,English
2021-04-01,"@BorisJohnson @SteveBakerHW @Mark_J_Harper @MattHancock

https://t.co/0Zi67RS636

""Mr Johnson’s ‘roadmap’ for lifting almost all restrictions by June 21 could now be dependent on a functioning vaccine passport programme.""

Any comment? Goalposts shift again.",English
2021-04-01,"More than 7,500 appointments are available. @renownhealth will begin administering shots for people 16 and older starting next Tuesday.
https://t.co/egvzLEMqxi",English
2021-04-01,"The pass is part of a growing but disjointed effort to provide vaccine ""passports"" or certifications so people won't have to hang on to a dog-eared piece of paper, worry about privacy or forgeries, or fork over extra cash to prove they're not contagious. https://t.co/jWszUefvUh",English
2021-04-01,"“The Mail can also reveal that Mr Johnson’s ‘roadmap’ for lifting almost all restrictions by June 21 could now be dependent on a functioning vaccine passport programme.”

F***ing charlatan.

https://t.co/Ptur2TikaL",English
2021-04-01,"@jkenney blaming the surge of covid variant cases on the Federal government’s vaccine procurement is a rich load of putrid nonsense. But, hey!, this will be the “last” wave and we will all have “the best summer ever”.  Never believe a word this man speaks or writes. #FireTheUCP",English
2021-04-01,@drdagly @HMCHeather How can it be recommended when it wasn’t tested and when there have been other vaccines in the past that caused birth defects. Why wasn’t it tested? I would think a pregnant person’s level of exposure to covid would be weighed when deciding whether to take a risk with a vaccine.,English
2021-04-01,New vaccine clinic in Grande Prairie. A new large-scale vaccination site will open in Grande Prairie to help more residents access the COVID-19 vaccine: https://t.co/tvFT17VTs0 #COVID19AB,English
2021-04-01,Don’t freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign https://t.co/S4Of97ztNT,English
2021-04-01,The day of getting the Covid vaccine vs the next day https://t.co/9VSltwwq2c,English
2021-04-01,"NEW: Kaiser Permanente - La Medical Center Area on 05-21, 05-23, 05-24, 05-25, 05-26
Total Appointments at Location: 71
Address: 3782 W Martin Luther King Jr, Los Angeles, CA 90008
Posted @ 1617313924
https://t.co/aDCTOi72AM",English
2021-04-01,"@MarkMur00466922 @TheJordanRachel I don’t want it because I have a higher percentage chance of having a negative side effect from the MRNA vaccine than a negative side effect from Covid-19. Until that changes, no need to get vaccine. I am not anti-VAX at all, but I am not high risk for Covid complications either.",English
2021-04-01,"BioPharmCatalyst updates 04/01/21:

$UTHR FDA approval +15%
$EBS COVID vaccine manufacturing issues -13%
$AMTI +44%; $CYCN +18%
$AZRX -24%; $LVTX -14%

Pipeline updates $ALT $LPTX $BYSI $GILD $KDMN $ONTX $PASG $RLMD $SWTX $SYN 

https://t.co/5n8Ft8QRta",English
2021-04-01,My mother gets her second dose of The Covid vaccine next week and I’m so nervous for her😭😭,English
2021-04-01,Last year in March my dad was in the hospital for a week battling covid and covid kicked my ass for about a week. Today my parents received their 2nd doses of the vaccine. Feels really good and hope more and more have success booking appts for their loved ones. 🙏🏽,English
2021-04-01,"Ferris State University getting nearly 2,500 COVID-19 vaccine doses for students, staff https://t.co/yvEuJVe2Pq",English
2021-04-01,"A health-care worker in Toronto says she was unable to get her COVID-19 vaccine after she was turned away from her booked appointment.

https://t.co/2yRove2sFD",English
2021-04-01,"Boris Johnson to unveil vaccine passport trial 'starting next month' in theatres and stadiums before being rolled out to restaurants and pubs - as 72 MPs brand the move 'divisive and discriminatory'
via https://t.co/8dJzSkrnBu https://t.co/cT8LTqu3a3",English
2021-04-01,"In good, non-April 1 related news: my grandma received her second dose of the COVID vaccine today!",English
2021-04-01,"Is this true? 

When supply issues became apparent “the federal government should have immediately shared the implications of this with the public, but delayed disclosing the reality until forced to do so at Senate Estimates a week later.” https://t.co/iEOCDpOh4i",English
2021-04-01,@KyleSew2112 @PoliticsForAlI @Telegraph A lateral flow test will be available in lieu of a #VaccinePassport. It is recognised that not everyone has been offered the vaccine yet so they will be able to gain entry on production of a negative Covid test.,English
2021-04-01,If you don’t find the Ontario covid vaccine rollout plan racist &amp; classist then you need to stop being so ignorant,English
2021-04-01,Finally found where I am on the COVID vaccine list! Somewhere between the last person on Earth and zoo animals. #vaccine,English
2021-04-01,My COVID vaccine provider only injects it directly into the balls,English
2021-04-01,is it possible to get a covid vaccine and not post about it on social media? Is there an award system out there?,English
2021-04-01,"(1/2) HealthPoint is only providing COVID-19 vaccine to our CURRENT PATIENTS. We are not able to make appointments for non-patients or add non-patients to a waitlist. 
We are aware that we are listed on the Department of Health's PhaseFinder/Vaccine Locator website in error. https://t.co/m1HO4k85uo",English
2021-04-01,@kharyp @AlexLasryWI Covid vaccine thief,English
2021-04-01,UK Miscarriages Rise 366% After Taking COVID-19 Vaccine https://t.co/9X9028lVBH,English
2021-04-01,"COVID vaccine for kids edges closer to reality, as cases surge in Michigan  https://t.co/XIMrvtIbrb via @BridgeMichigan",English
2021-04-01,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign
https://t.co/n2QGf143qt",English
2021-04-01,@Garrett_Archer My doctor told me the vaccine hits haaard for those who have had COVID. Hope you feel better soon!,English
2021-04-01,"$NVAX CEO: 'Burden's on us' to convince FDA on UK data 

https://t.co/WT6hIVtI2s",English
2021-04-01,"what happened to, if you catch covid ( flu) stay home 14 days bobs your uncle back out, to you need a jab sorry 2 probably  3 ...get tested daily  vaccine passports to go on 
 holiday  pubs etc to start living again..ohh and you can still catch it but what the heck...",English
2021-04-01,"@1017TheTruth @drkenstruth @1645 hrs I was listening to the Covid vaccine discussion, if one accepts the vaccine, one promotes the vaccine, at a minimum in a “tacit” form. Even if you don’t go around promoting/encouraging others to doit, you took it so you’re in positive support of it",English
2021-04-01,15 million J&amp;J COVID Vaccines Thrown Away After Ingredient Mix-Up With AstraZeneca • Children's Health Defense https://t.co/yREKoGO8EF,English
2021-04-01,"GPs say federal government has ‘set us up to fail’ on COVID-19 vaccine rollout 

#auspol #ScottytheQueueJumper #ScottyIsAWalkingTalkingClusterfuck https://t.co/fNXmJgJ4Oi https://t.co/d3mEO4sPnq",English
2021-04-01,"Today's report shows a record increase in vaccine doses administered. With an increase of nearly 33,000 doses administered since yesterday, we continue to work toward the end of this pandemic. Check with your local vaccination locations to do your part. https://t.co/qSXsEhmmb8 https://t.co/JLMkiX5oh1",English
2021-04-01,Coronavirus latest news: Pfizer jab produces 'off the scale immune response' likely to protect against Brazilian variant https://t.co/zCSumQhyZs via @Telegraph Very good news for areas with adequate cold storage.,English
2021-04-01,FYI. I was able to sign up for the JNJ one-shot Covid vaccine at the Oakland Coliseum's drive through clinic for TOMORROW. I'm a happy camper! I found it through an email I received this morning from the City of SF (thank you City of SF!). Hope others can do this too. Good luck!,English
2021-04-01,"And now we wait....
#vax #vaccine #pfizer #vaxmebaby #pfizercovidvaccine #pokepoke #covid #covid19 #vaccine2021 #gooddrugs
#stience #orscience #whatevs https://t.co/3BsZsRvDCg",English
2021-04-01,Covid-19 vaccine eligibility expands as states bank on supply boost  https://t.co/cHSSh3eqke,English
2021-04-01,"I’ve been making some covid 19 vaccine jokes. My real thoughts: the vaccine likely is safe, in terms of not producing negative currently unknown health problems. I believe that’s how the probabilities skew. That said to achieve the comfort level of... 1/n",English
2021-04-01,"Pfizer/BioNTech says Covid-19 vaccine protection lasts at least six months, protects against variants https://t.co/IwAzNESwjK",English
2021-04-01,"Pfizer COVID-19 vaccine is 90% effective for at least 6 months and protects against South Africa variant, study shows https://t.co/hgN7QeWUyz via @USATODAY",English
2021-04-01,"Just want to say a big thank you to all @BHRUT_NHS Covid-19 vaccination hub at Queens Hospital. I had my second vaccine today and have nothing but admiration for all involved as you faced another busy, demanding day! Thank you #nhsfamily #COVIDVaccination #caring",English
